refGene	Sample_279_CF	Sample_571_CF	Sample_665_CF	Sample_812_CF	Sample_223_CM	Sample_487_CM	Sample_511_CM	Sample_620_CM	Sample_324_DF	Sample_338_DF	Sample_566_DF	Sample_252_DM	Sample_323_DM	Sample_763_DM
KRTAP21-3	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	1	0	0	0	0	0	1	0	0
KRTAP7-1	0	0	0	0	0	0	0	0	126	4	2	2	4	0
KRTAP8-1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KRTAP19-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC150051	6	7	18	18	2	10	0	12	9	4	6	6	5	14
SCAF4	2856	2271	2350	2508	2983	3214	1717	3023	2329	2483	2136	2499	2748	2348
SOD1	6910	4540	9623	6640	11656	6036	5143	12469	8025	6382	5483	5004	9829	8106
LINC00159	0	0	0	2	0	1	0	0	0	0	2	0	0	0
MIS18A	846	255	738	339	1106	379	186	642	704	404	319	455	871	353
SNORA80A	59	262	71	201	76	121	260	42	134	124	165	160	83	146
URB1-AS1	136	113	64	145	96	138	50	338	168	146	162	118	210	112
C21orf59	1629	1041	1717	1256	2622	1411	782	1951	1908	1136	1059	1145	1980	1426
PAXBP1-AS1	278	340	321	361	241	461	129	263	304	307	290	248	281	246
PAXBP1	3770	3526	3110	4406	4498	5122	1704	5270	3208	3244	3384	3677	3719	3721
C21orf62-AS1	9	11	5	13	4	17	0	12	14	16	16	27	8	21
C21orf62	6	10	4	19	6	14	2	8	3	5	2	8	8	2
LOC102724502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OLIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928107	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL10RB-AS1	33	62	188	59	34	58	182	145	102	103	117	141	67	107
IFNAR1	3961	4712	7716	5366	8334	3705	4161	7277	6990	4832	4921	4114	6827	5878
IL10RB	819	1118	1862	1283	1337	1036	1227	1312	1885	1260	1106	1038	1186	1519
IFNGR2	1420	2477	4424	2551	3478	3335	5260	6198	2722	2126	3308	2086	3662	5209
DNAJC28	104	85	126	113	111	95	96	299	158	171	63	151	206	194
TMEM50B	969	1164	1308	808	2160	1237	1124	1805	1604	1172	1187	1051	1185	1436
MIR6501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SON	47339	42212	47687	46539	63202	52470	26390	69362	51947	42908	36724	39065	57191	52678
DONSON	2577	1173	1851	1910	4234	1939	831	1867	2658	1101	1073	1487	2304	1297
GART	7597	4165	7584	6618	12413	7388	2789	11378	8636	5865	4673	5431	9520	6510
ATP5O	4053	2971	4272	3397	7345	3262	2064	6492	4289	3512	2746	2665	5230	3679
LINC00649	80	13	72	87	21	83	81	25	94	24	43	98	40	43
LOC101928126	26	5	21	14	3	30	17	6	36	30	8	45	22	10
SLC5A3	22399	8995	19623	21583	13335	16837	5001	23152	19603	18607	7827	18405	17743	14903
MRPS6	2673	1348	2294	1896	2868	2572	1125	3799	2342	2403	1262	2230	3013	2267
LINC00310	59	30	44	50	33	50	14	51	46	62	11	129	37	35
SMIM11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE2	6	6	6	10	2	8	4	35	12	10	12	18	12	7
C21orf140	52	57	51	52	35	55	28	81	40	58	45	63	67	38
SMIM11A	0	0	1	0	0	0	0	0	0	1	0	0	0	0
KCNE1	22	16	17	61	16	23	31	13	18	31	25	16	13	21
KCNE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00160	0	0	2	0	0	2	0	0	2	4	0	0	0	3
LINC01426	13	20	23	72	22	23	16	58	27	42	62	39	86	51
RUNX1-IT1	139	426	124	187	132	261	86	119	153	240	380	138	116	127
MIR802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBR1	1969	1867	2737	2198	3680	2443	1445	3194	3743	2158	2110	2014	2651	1495
SETD4	1043	987	1212	911	873	1216	770	1883	1141	1248	1090	1349	1145	912
LINC01436	1	0	0	0	0	0	0	4	2	0	0	4	4	0
CBR3-AS1	499	322	496	311	613	403	409	901	505	416	390	331	605	392
CBR3	299	104	308	91	474	207	132	446	373	288	243	219	514	158
CHAF1B	1595	449	998	687	2042	737	257	757	1195	446	549	721	1046	384
SIM2	685	366	1420	609	954	931	1075	694	888	599	899	393	640	982
RIPPLY3	3	2	8	4	12	10	4	32	4	0	17	10	14	10
LOC105372795	23	7	13	25	11	21	10	29	25	25	9	16	12	19
PIGP	381	302	492	510	457	394	375	779	597	391	304	346	506	298
DSCR3	3241	3042	4416	2837	6295	3698	2922	5169	5387	4524	4021	3708	4861	3982
DSCR9	52	73	41	66	17	37	7	23	39	23	26	24	35	24
TTC3-AS1	85	105	41	108	56	119	80	49	62	74	67	73	31	30
DSCR10	0	0	0	0	0	0	0	0	0	0	2	2	0	0
DSCR8	0	0	4	2	0	0	0	0	4	4	2	0	4	8
KCNJ15	258	529	4740	357	1524	2095	4027	23209	962	1138	1456	1244	4290	4382
LOC101928398	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LINC00114	0	4	0	2	0	0	4	2	0	2	0	0	0	1
ETS2	2470	1223	2049	1443	2492	1966	1508	3642	2811	1799	2262	1447	2874	2842
LOC400867	4	0	0	0	0	0	0	0	0	0	2	0	0	10
LINC01700	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PSMG1	3369	1771	2506	2222	5478	2423	932	2526	3833	1953	1589	1689	3484	2197
HMGN1	11213	6199	11045	8723	16316	9666	5139	19475	10864	7650	6766	7817	14182	9936
BRWD1-IT2	27	33	22	15	6	27	23	25	17	40	29	12	7	18
BRWD1-AS1	7	6	5	6	0	15	2	5	1	13	6	12	13	4
SH3BGR	4	6	2	0	2	7	4	4	2	3	0	4	4	3
MIR6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCA5L	103	69	99	85	91	119	75	123	104	130	46	105	98	109
B3GALT5-AS1	45	44	262	130	5	147	108	626	79	63	109	236	67	227
MIR4760	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DSCAM-AS1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
DSCAM-IT1	1	2	1	0	5	0	0	0	0	0	2	0	0	0
LINC00323	0	0	0	0	0	0	0	2	0	0	0	2	1	0
MIR3197	0	1	0	1	0	0	4	0	0	2	0	0	0	1
PLAC4	688	436	474	355	729	486	770	451	410	1112	415	751	682	592
MX2	6	2	12	6	0	32	5	2	105	57	0	60	164	28
MX1	326	396	1408	308	172	840	2072	1269	8099	9134	959	12159	7677	1565
LINC00111	0	2	0	0	0	0	0	0	0	0	0	0	2	0
MIR6814	5	9	22	1	3	0	84	2	2	4	16	3	1	24
RIPK4	1132	1397	3759	307	740	591	6801	3448	923	1663	2585	1482	1337	3561
LINC00479	0	4	5	0	0	9	12	18	10	19	7	9	0	10
LINC00112	0	0	0	0	0	1	1	2	0	0	0	3	0	0
C2CD2	1359	951	1593	1399	1392	1621	973	2730	1323	1512	1474	1336	2103	2062
SNORA91	7	7	6	18	4	11	1	16	0	3	11	0	4	11
ZBTB21	2587	2237	2310	2077	3472	3365	1880	4950	3813	3041	2339	3381	3008	3502
ZNF295-AS1	20	72	27	43	10	19	167	16	31	18	80	41	17	38
UMODL1-AS1	2	2	4	2	0	0	0	0	2	0	1	0	1	0
TFF3	12	20	14	22	14	8	14	24	27	10	6	4	68	19
TFF2	0	0	0	0	0	0	0	0	4	0	0	0	0	0
TMPRSS3	0	0	0	4	0	0	0	0	0	2	0	0	0	11
UBASH3A	0	0	1	0	1	1	0	0	0	2	9	0	0	1
TFF1	0	0	0	0	0	0	0	0	8	0	0	0	0	0
LINC01671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A1	421	284	818	199	268	325	1080	885	356	894	761	576	708	533
LOC101930094	0	0	0	0	0	1	11	4	0	0	3	4	0	3
LINC01668	0	0	6	0	0	0	6	0	1	0	0	0	0	0
WDR4	1225	686	1065	901	1105	913	423	761	1033	699	620	734	989	676
ERVH48-1	35	112	16	132	18	41	38	28	64	87	25	79	37	22
NDUFV3	2330	1690	2945	1856	3643	2175	1747	2844	1818	1715	1168	1700	2446	1345
MIR5692B	1	5	2	4	0	1	1	0	0	2	0	3	0	0
CBSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBS	221	284	183	259	309	534	744	486	229	325	283	218	230	665
U2AF1L5	36	64	47	75	25	62	49	27	46	39	39	46	37	66
U2AF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRGCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106780825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724652	0	2	0	0	0	0	0	0	0	0	0	1	0	0
CRYAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01679	4	0	10	10	6	14	22	26	4	0	6	16	4	19
LINC00322	1	0	4	3	0	0	5	2	5	4	7	2	2	3
LINC00319	78	540	67	599	50	177	196	45	184	118	261	136	154	261
LINC00313	4	9	3	7	0	2	6	0	0	5	1	1	3	6
LOC102724428	1	1	2	0	3	0	2	0	0	3	8	0	0	0
LINC01669	8	19	7	14	4	12	14	1	4	8	16	15	7	18
SIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6070	0	3	0	2	0	3	0	0	0	1	0	0	1	0
PDXK	8400	12213	14218	12516	13046	9202	9454	21699	13023	9967	10613	9518	12216	15141
CSTB	2770	3029	3895	2298	4734	2732	3060	5658	4692	3370	3213	2549	5341	3729
AATBC	65	83	29	89	35	47	77	27	58	35	71	46	53	59
C21orf33	1534	1966	2666	2206	2317	2203	2134	3143	2213	1824	2237	1495	2045	2588
PWP2	2428	1478	2020	1853	2786	1847	1037	1826	2346	1587	1480	1199	2111	1425
LOC105372833	1	3	21	6	0	2	11	0	10	28	11	27	0	9
ICOSLG	232	521	1858	242	27	152	1995	326	544	1088	810	519	223	804
DNMT3L	4	11	14	6	0	2	79	9	11	10	32	23	0	15
AIRE	0	3	35	5	0	2	47	1	9	19	16	10	1	12
TRPM2-AS	0	0	3	0	0	0	0	2	0	0	1	0	2	0
TRPM2	28	4	248	6	18	0	95	151	77	163	85	54	103	18
C21orf2	309	857	594	634	443	550	841	424	472	494	622	484	372	505
LRRC3-AS1	1	0	2	2	0	2	0	0	4	2	0	2	2	2
KRTAP10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC3	114	153	433	87	73	54	327	107	223	264	187	105	166	172
TSPEAR-AS1	0	14	15	3	2	0	19	0	7	1	49	18	0	13
TSPEAR-AS2	2	1	3	0	0	0	2	0	0	0	32	4	0	8
KRTAP10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
KRTAP12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0	0	0	0	2	0	0	0
KRTAP10-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KRTAP10-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2G2	3796	2607	4592	3245	6581	3152	2641	2396	5239	3296	3117	2477	3290	3140
LINC01424	37	26	33	24	43	20	18	22	22	34	30	43	32	36
SUMO3	4592	1913	4141	2176	7018	2823	2374	5130	5108	2963	2513	2715	5248	3066
PTTG1IP	14358	10955	34077	11692	31927	14388	18377	43004	23735	25233	19287	14917	28144	21125
FAM207A	216	150	403	147	239	176	378	300	323	132	172	174	275	179
ITGB2-AS1	31	5	42	3	92	16	45	33	67	64	89	50	58	38
ITGB2	4	0	18	0	20	0	55	18	21	55	28	6	39	43
LINC01547	70	17	82	7	72	37	96	106	202	158	93	55	82	94
LINC00163	4	10	0	8	2	6	0	2	0	4	2	2	0	2
PICSAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSR4P1	52	33	50	39	89	20	16	106	107	55	40	44	77	56
POFUT2	2146	4181	3955	3837	2916	3488	3247	2337	3283	3154	3414	2582	2203	4265
LOC642852	3005	4386	5034	3455	3128	4129	4621	4230	3721	3784	3857	4000	2690	3831
LINC00316	1	0	0	0	0	1	0	0	0	10	1	0	0	0
COL18A1-AS2	89	293	89	120	36	122	138	52	55	74	163	86	40	106
COL18A1-AS1	208	845	133	272	17	278	913	56	97	101	310	226	53	212
MIR6815	1	5	2	0	0	3	4	0	0	4	3	3	0	1
SLC19A1	1375	568	960	773	976	659	348	759	1000	391	542	448	1009	542
LOC100129027	4	0	6	2	0	8	14	1	18	4	3	22	2	6
LOC101928796	18	18	34	12	22	51	84	113	34	41	33	32	68	34
COL6A1	2930	8736	9235	14279	4045	17960	14282	9583	6934	9132	6707	4237	7348	14893
FTCD	7	42	6	59	2	20	8	5	11	19	15	9	3	33
COL6A2	2944	9267	13677	22291	6496	20424	27823	17012	11098	16101	9967	6594	11730	27055
MCM3AP-AS1	562	444	388	663	450	693	231	437	524	433	335	349	428	388
LSS	3714	4843	8238	3160	6466	8445	5065	8202	5038	5750	6487	4287	8551	8823
SPATC1L	182	261	228	303	58	212	163	141	116	121	294	50	216	337
MCM3AP	6998	7519	6804	6899	9257	9240	4230	7982	8334	6339	6616	5840	6931	6375
C21orf58	541	330	315	716	418	479	174	281	339	165	286	269	348	261
DIP2A-IT1	31	28	16	12	31	40	7	12	13	23	25	16	16	19
S100B	0	0	0	2	2	0	0	0	0	0	2	0	0	0
PRMT2	5750	6422	6319	6064	7198	6791	3522	9011	6308	6167	5126	4793	7400	5598
PIWIL3	0	0	0	3	0	0	0	0	4	2	1	0	6	4
TXNRD2	1108	1021	992	1298	1056	1235	643	1198	1290	785	1039	756	1203	1182
MMP11	113	1412	574	1019	291	756	586	1090	191	291	761	208	472	546
LINC01663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITPNB	5678	3391	5363	4680	8860	6156	2704	8697	6117	4998	4004	4252	7069	4703
MTMR3	4283	5105	8311	4835	5922	5293	5694	9350	6499	8291	7233	5859	6573	7656
MYO18B	4	8	0	10	9	6	0	2	14	2	5	4	6	4
HORMAD2-AS1	18	33	39	26	11	17	33	31	33	48	32	47	33	64
SLC5A1	5	2	0	0	0	5	0	0	3	0	0	2	0	2
ZNRF3	919	799	1084	741	1211	1041	717	1644	972	709	834	859	788	843
MKL1	2425	3310	3919	3074	2366	2926	4482	2681	2452	2595	3375	2692	2495	2809
ELFN2	1337	1054	2442	1248	417	563	1587	1845	737	1174	1502	800	1060	632
MYH9	254840	293785	607584	281200	285938	316271	581004	414918	313491	423986	483231	311971	409996	369882
LOC100506271	48	0	12	13	6	0	6	20	30	18	7	12	28	4
PRR5	113	161	425	216	120	76	451	185	208	186	372	219	123	194
ATXN10	5793	3806	6595	5508	7918	5455	4920	11467	6187	5111	4175	4253	8018	5624
EFCAB6	27	137	42	34	31	68	35	135	86	24	96	178	88	64
POLDIP3	4060	3300	5691	3734	5511	3604	2340	6726	4797	3646	3483	3246	4761	4074
LINC01310	0	0	0	0	0	0	0	0	1	0	0	0	0	1
TBC1D22A	940	1353	1405	1262	1106	1109	1715	1532	984	1001	1443	956	1249	1271
LOC284930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR1	534	24	30	425	472	700	463	1354	34	698	582	507	46	941
XKR3	0	0	0	0	0	0	0	0	0	0	0	4	0	0
BID	2501	1134	2844	2261	3113	1495	1942	3032	2220	1972	1579	1388	2484	2446
CECR2	263	180	262	2560	74	399	118	300	305	230	300	640	73	852
ATP6V1E1	4633	3988	6144	3609	10115	4649	5144	7426	7730	5759	5128	4543	7482	5710
TUBA8	23	50	84	53	30	55	69	66	74	66	45	56	12	32
MICAL3	10376	6513	16980	6598	7308	5430	27280	12256	10036	11995	12261	12252	9474	7429
LINC01662	0	0	0	0	0	0	0	0	0	0	0	2	0	0
GNB1L	106	83	64	117	54	80	95	102	61	47	130	62	91	99
DGCR9	2	9	12	0	1	6	2	2	15	10	14	8	6	0
GSC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIRA	2211	1755	2556	2167	1758	2147	1656	2393	1973	2306	2006	2097	1938	2018
CLTCL1	2095	2885	2472	2410	2184	3175	1147	5629	2599	3633	2206	2308	2749	4622
DGCR5	0	22	26	0	10	10	2	0	23	16	18	23	4	2
TANGO2	1025	1081	1302	865	1418	879	1338	1205	1357	1376	1777	1282	1154	1154
KLHL22	1024	1278	1203	1374	1316	997	776	1087	1202	869	1082	858	1184	1088
LOC101927859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PI4KA	5581	5806	5852	6000	5654	5452	4333	7406	5349	5313	5520	4724	6526	6655
SNAP29	1561	1441	1507	1343	2903	1296	996	2095	2784	1462	1413	1514	2106	1326
TUBA3FP	6	27	8	19	27	18	12	15	17	16	16	24	12	16
MAPK1	12425	8778	14428	10841	21398	11543	7070	21036	15795	11536	9511	9409	17271	11652
PPM1F	2893	2308	3034	2197	3236	2694	1896	2424	2828	1962	2649	2098	3133	2443
BMS1P20	1676	1465	1580	1475	2058	1737	1062	1794	1651	1388	1386	1389	1511	1454
RSPH14	8	11	7	6	2	9	0	21	10	0	13	1	10	2
BCR	3420	3762	5039	5081	3638	3477	3257	6287	3622	3473	4560	3208	5137	4248
CES5AP1	0	0	0	2	0	0	0	0	0	3	0	1	0	0
GUSBP11	868	1895	889	1102	538	1426	856	790	762	1118	1372	1861	629	1073
GNAZ	201	260	91	179	213	137	150	158	110	66	98	78	124	198
SPECC1L	2080	1943	2710	1980	3306	2218	1132	2993	2740	1904	1813	1975	2330	2350
GSTT1	508	0	903	433	390	811	664	710	757	675	502	309	417	1037
CABIN1	2348	3719	3580	2925	2415	3577	2567	4251	2248	2792	3679	2679	2581	2980
BCRP3	19	48	23	37	7	52	28	60	47	20	25	28	28	22
SPECC1L-ADORA2A	6	15	2	6	1	2	3	2	4	3	2	1	2	0
UPB1	4	6	2	29	6	23	0	0	2	7	19	16	2	8
GRK3	475	479	437	614	790	764	182	929	703	675	312	835	826	864
SGSM1	0	6	4	2	3	1	2	0	10	0	4	0	2	2
KIAA1671	3647	2971	8159	2258	3707	2963	4656	7540	4362	5926	5884	5597	6698	3744
HPS4	3544	3252	4083	2347	4029	3689	3103	6440	4149	3320	3381	3900	4508	3843
CRYBB1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SEZ6L	0	1	0	0	0	0	0	0	0	0	0	2	0	4
MIATNB	139	198	132	211	193	206	236	194	129	185	195	156	135	188
MN1	931	5049	1143	2350	2833	1597	294	534	2482	873	2491	905	2249	1134
CHEK2	433	273	585	554	450	395	322	616	448	322	303	425	521	582
TTC28	2477	2882	3917	2757	3122	2839	2356	3376	2798	3174	3196	2882	2892	3205
NF2	17793	10885	27167	10574	27871	11463	16497	22856	17130	17031	18349	14173	22811	11681
AP1B1	6010	4501	9099	4004	7438	4806	5247	7372	6103	5814	6106	4601	8601	5448
ZMAT5	121	161	203	156	267	159	106	320	256	132	203	139	197	197
KREMEN1	239	449	560	390	376	595	353	548	413	290	493	313	278	521
EMID1	12	29	6	64	2	38	20	26	14	2	17	2	20	25
NEFH	724	482	672	281	1567	569	581	430	1087	306	838	502	520	424
SEC14L2	2014	2021	2681	2418	1989	2715	1586	1888	3026	1825	2777	1459	2478	3881
OSBP2	157	203	309	96	82	145	135	166	176	320	242	284	113	166
MORC2	3251	3461	4870	2814	4234	3647	3166	5012	4148	4001	3539	4116	4533	3588
SLC35E4	325	323	513	239	368	316	245	341	398	262	359	262	501	360
SEC14L6	73	21	370	4	12	30	131	185	30	199	149	123	29	50
HORMAD2	3	0	10	5	3	0	0	2	14	4	11	6	8	5
DEPDC5	993	1015	1045	1064	1009	950	791	1037	1119	1064	880	992	891	983
EIF4ENIF1	2133	1594	2342	1803	2891	1944	1850	2868	2282	2010	1726	1956	2191	1751
RNF185	2953	2384	4692	2221	4757	2743	3180	5104	5152	5184	3632	4658	5034	3898
SFI1	934	1260	921	1127	682	941	1575	658	824	614	1023	902	738	801
PRR14L	12643	9654	15609	13302	16110	13968	8020	16946	14755	12751	10037	11562	13753	12680
SLC5A4	9	4	4	0	0	2	2	0	4	7	3	3	4	1
SYN3	7	8	6	0	6	0	0	15	2	7	4	19	2	4
LARGE1	221	619	1552	399	781	386	1128	1455	866	823	1276	660	573	1097
LINC01399	30	27	11	17	21	16	19	17	75	19	37	20	16	35
ISX-AS1	0	0	0	2	0	1	6	0	10	4	0	0	0	4
RBFOX2	15236	17361	19572	17226	30545	22173	8050	30281	19422	17176	16091	12894	23753	22086
HMOX1	796	445	2162	315	725	1309	1437	2069	2960	2053	2196	3151	1526	2767
APOL6	1553	2853	2868	2690	1619	3916	2707	6443	3621	3971	3301	5359	5402	4880
CACNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS6	18	46	2	21	1	20	4	7	17	9	14	4	0	26
GGA1	2462	3068	3519	2917	2173	2732	4067	2621	2682	2575	2911	3173	2275	3418
MFNG	28	139	66	95	0	62	44	45	19	29	34	58	19	19
TMEM184B	4002	4135	8746	5035	4138	4515	6346	5416	4985	5071	6535	4475	5803	6458
POLR2F	851	521	916	699	1315	605	471	964	1011	543	658	510	862	660
PLA2G6	296	805	525	469	199	482	611	590	344	585	587	844	307	508
EIF3L	10942	8519	10864	12310	18263	10820	8145	25537	14842	9158	9162	9765	15609	13396
TRIOBP	4925	4259	4907	3662	4936	4795	4300	6049	4479	3500	4318	2794	5639	3887
CBY1	776	635	1232	862	1209	1158	771	1709	936	983	874	843	1054	964
DMC1	114	40	60	62	107	91	0	86	123	32	31	50	148	52
RPL3	47805	37921	52142	58704	65828	52146	35385	109711	57374	39674	44275	38105	75289	61257
CACNA1I	0	1	0	0	0	2	2	2	30	0	2	2	2	2
ENTHD1	0	0	0	0	0	0	0	0	2	0	4	0	0	0
TNRC6B	10286	10998	16334	10551	12511	13553	8938	22564	11074	14603	11319	11877	16234	14814
EP300	7950	8331	10215	7585	8720	9821	6315	14398	8682	10107	8085	9218	10452	9342
RANGAP1	9285	3687	13559	4307	7497	3520	8553	7193	7080	7372	7127	7456	8219	6815
XPNPEP3	2208	1916	2646	1933	3243	2745	2092	4858	3033	2397	2129	2291	3351	2884
TCF20	5459	4255	7511	5168	7938	5697	3782	9169	5891	6558	4801	5100	7220	6337
CCDC134	780	301	687	382	626	419	266	817	521	466	431	439	621	435
CENPM	892	192	559	391	613	252	86	563	468	175	196	290	670	280
SNU13	4543	2801	4943	3779	8157	3751	2695	5404	6475	3456	3295	2860	5201	3957
PACSIN2	5724	3970	9943	4449	7118	4227	5564	7333	8335	5749	5591	4824	5899	5805
SCUBE1	6	2	0	0	2	1	2	0	4	0	0	1	0	0
BIK	65	24	182	23	47	40	196	252	50	155	113	82	90	58
KIAA1644	32	20	106	2	152	50	23	42	192	56	113	86	819	111
PARVB	946	643	1060	803	1480	833	706	1135	1111	911	961	669	1540	926
ARHGAP8	1	0	3	0	0	1	10	1	1	0	4	2	4	0
PHF21B	0	0	0	0	0	1	0	0	9	8	2	10	0	1
KIAA0930	2161	2587	4484	2741	3715	4320	3053	5147	3352	2813	4315	2331	4682	3219
SMC1B	29	25	16	37	34	35	14	12	57	29	16	11	14	12
PRR5-ARHGAP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	1143	1414	13935	2958	2202	3473	10717	10259	4033	5076	6837	2284	5981	7042
GRAMD4	604	903	1244	650	617	725	945	789	723	773	846	617	746	819
FAM19A5	0	2	2	12	110	12	2	2	2	12	16	0	6	12
BRD1	1870	2631	2038	2225	1409	2479	2352	2066	1576	1572	2132	2247	1469	1940
C22orf34	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PPP6R2	3501	4193	4254	3682	3803	3379	4900	3534	4184	3306	3920	3255	3782	3698
SHANK3	287	639	466	388	246	417	1532	260	347	409	508	515	308	396
MOV10L1	23	69	69	119	23	154	37	34	126	100	158	150	33	49
KLHDC7B	4	14	8	2	4	54	16	74	42	24	55	134	8	62
PLXNB2	17832	35306	46421	30862	16940	27595	34531	28660	22310	21862	37246	22316	22387	32678
DUXAP8	28	33	21	27	14	45	38	18	31	49	41	30	33	42
LINC01297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEH	0	0	2	0	0	1	0	1	1	0	0	0	0	0
OR11H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT8L2	2	2	0	0	0	0	0	0	0	0	1	0	0	0
TPTEP1	14	2	73	33	49	15	94	2	8	6	42	37	49	17
ANKRD62P1-PARP4P3	2	0	8	12	4	2	14	0	0	2	4	7	17	0
LINC01665	0	0	0	0	0	0	0	2	0	0	0	0	0	0
HSFY1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR7	2	6	0	0	0	2	0	0	0	0	4	2	0	0
GAB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECR6	44	30	43	20	24	40	6	56	30	53	46	48	20	30
IL17RA	1497	1996	3290	1684	2768	1501	1568	2195	2751	2495	2833	2477	1749	2059
CECR5	1041	602	938	874	1401	836	322	1244	1071	595	546	614	961	705
LINC01664	1	3	0	1	0	1	0	0	0	2	2	9	2	0
CECR5-AS1	7	6	0	9	2	12	3	8	3	2	8	7	3	9
CECR3	0	0	0	0	0	0	0	4	0	0	0	2	0	0
SLC25A18	83	73	90	104	107	54	65	63	64	74	57	108	80	100
LOC101929372	17	17	15	24	12	17	29	14	5	16	12	14	21	8
BCL2L13	5067	5525	8977	5900	8758	6988	4583	10568	7048	8795	7473	8009	9647	8035
LINC00528	2	0	2	0	0	0	20	0	2	0	6	2	6	4
MIR3198-1	6	9	7	11	2	7	13	2	3	4	3	2	2	2
MIR648	31	5	21	11	4	5	93	14	7	19	37	26	6	1
LINC01634	4	2	10	0	0	8	14	0	0	13	2	0	6	0
PEX26	2597	2504	6098	2364	3213	2937	3421	4350	3052	4852	3824	3693	3631	3423
USP18	216	167	390	197	270	211	163	137	870	607	200	773	791	298
LOC105379550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102725072	24	39	39	69	33	50	21	63	44	6	44	32	63	56
GGT3P	21	7	186	3	0	27	307	139	31	39	114	105	28	60
PRODH	75	33	121	10	22	63	88	119	69	72	64	26	38	45
DGCR6	453	502	731	375	672	402	607	682	666	505	690	509	674	447
DGCR10	0	2	6	0	0	0	0	0	1	2	0	4	0	0
DGCR2	3456	3482	9362	3772	6045	3796	4430	6459	5274	4806	5040	3632	4966	4091
DGCR14	1009	824	1117	616	1139	870	943	941	1156	917	1019	1020	984	777
DGCR11	541	275	947	319	995	329	407	356	918	577	526	356	628	255
TSSK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
